summary,cover,storyline,id,screenshots
"Winner of over 200 game of the year awards, The Last of Us has been remastered for the PlayStation®4. Now featuring higher resolution character models, improved shadows and lighting, in addition to several other gameplay improvements.

Abandoned cities reclaimed by nature. A population decimated by a modern plague. Survivors are killing each other for food, weapons whatever they can get their hands on. Joel, a brutal survivor, and Ellie, a brave young teenage girl who is wise beyond her years, must work together if they hope to survive their journey across the US.

The Last of Us: Remastered includes the Abandoned Territories Map Pack, Reclaimed Territories Map Pack, and the critically acclaimed The Last of Us: Left Behind Single Player campaign.

PS4 PRO ENHANCED:
- PS4 Pro HD
- Dynamic 4K Gaming
- Greater Draw Distance
- Visual FX
- Vivid Textures
- Deep Shadows
- High Fidelity Assets
- HDR",//images.igdb.com/igdb/image/upload/t_thumb/co1ile.jpg,"Twenty years after a mutated fungus started turning people all over the world into deadly zombies, humans become an endangered species. Joel, a Texan in his forties with the ""emotional range of a teaspoon"" (to quote Hermione from Harry Potter), finds himself responsible with the safety of a fourteen year old girl named Ellie whom he must smuggle to a militia group called the Fireflies. And as if the infected aren't enough of a hassle, they also have to deal with the authorities who wouldn't let them leave the quarantine zone, as well as other survivors capable of killing anyone who might have something useful in their backpacks.",b9f5d4f5-91ce-476c-bd03-577f8c1bf633,"[//images.igdb.com/igdb/image/upload/t_thumb/wdzisarwedjsqeg5iah4.jpg, //images.igdb.com/igdb/image/upload/t_thumb/oz4rxwu528bmckp1qqzt.jpg, //images.igdb.com/igdb/image/upload/t_thumb/d64boffz2tkso1cuj1lk.jpg, //images.igdb.com/igdb/image/upload/t_thumb/lqz37tmv2r4lcjaxczwx.jpg, //images.igdb.com/igdb/image/upload/t_thumb/iqzfweidhwepz0bf4fhr.jpg]"
"A new era of shoot and loot is about to begin. Play as one of four new vault hunters facing off against a massive new world of creatures, psychos and the evil mastermind, Handsome Jack. Make new friends, arm them with a bazillion weapons and fight alongside them in 4 player co-op on a relentless quest for revenge and redemption across the undiscovered and unpredictable living planet.",//images.igdb.com/igdb/image/upload/t_thumb/co20tn.jpg,"Five years after the events of Borderlands, a valuable mineral called ""Eridium"" starts flourishing through Pandora's crust. Handsome Jack, the leader of the Hyperion Corporation, secures this new resource and uses it to rule over Pandora with an iron fist. Meanwhile, rumors of an even larger Vault hidden on Pandora spread across the galaxy, drawing a new group of Vault Hunters to the planet in search of it.",85f536cc-8ea9-4a1f-b012-42bf64710eb2,"[//images.igdb.com/igdb/image/upload/t_thumb/eocdvaynboqmud9hmysu.jpg, //images.igdb.com/igdb/image/upload/t_thumb/balxsfafzeyy3ki3sc0z.jpg, //images.igdb.com/igdb/image/upload/t_thumb/ithhctwgt8rsxbxe5uy5.jpg, //images.igdb.com/igdb/image/upload/t_thumb/ixynqzoedwo8vc5nzqma.jpg, //images.igdb.com/igdb/image/upload/t_thumb/bz4asonezfuq945jg1qr.jpg]"
"Call of Duty 4: Modern Warfare differs from previous installments of the Call of Duty series. Previous Call of Duty games have a distinct three country-specific campaign style, while Call of Duty 4 has a more film-like plot with interlaced story lines from the perspectives of Sgt. Paul Jackson of the Marines 1st Force Recon and Sgt. 'Soap' MacTavish of the British 22nd SAS Regiment.",//images.igdb.com/igdb/image/upload/t_thumb/co1wko.jpg,"In Call of Duty 4, the player assumes the role of two characters in the fictional war that takes place in the game. Sgt. John ""Soap"" MacTavish, a member of the British S.A.S. and Sgt. Paul Jackson, a member of the United States Marine Corps. Though missions for both characters take place in different locations they are both fighting toward the same goal; to stop the terrorist forces of Khaled Al-Asad and Imran Zakhaev from using a nuclear weapon they have obtained.",e3a2e9ad-ee07-4540-a54c-d71d11d74e4b,"[//images.igdb.com/igdb/image/upload/t_thumb/r7mefu40043mgglor3jc.jpg, //images.igdb.com/igdb/image/upload/t_thumb/lt8wq0h2xqkjxwmt8djk.jpg, //images.igdb.com/igdb/image/upload/t_thumb/k8vtofhy4wxx1128z4rq.jpg, //images.igdb.com/igdb/image/upload/t_thumb/zar9cnupwhjh8qfypxbe.jpg, //images.igdb.com/igdb/image/upload/t_thumb/q5pt64ftgqf8f2wmb9rd.jpg]"
"Super Mario Bros. 3, the third entry in the Super Mario Bros. series and Super Mario franchise, sees Mario or Luigi navigate a nonlinear world map containing platforming levels and optional minigames and challenges. The game features more diverse movement options and new items alongside more complex level designs and boss battles.",//images.igdb.com/igdb/image/upload/t_thumb/co23jw.jpg,"Having returned peace to Mushroom World, Mario and Luigi decide to take a leisurely vacation with Princess Peach. They set out for Yoshi’s Island in the magical island nation of Dinosaur Land far to the south.

But soon after arriving on the island, Princess Peach suddenly disappears. As Mario and Luigi desperately search for her, they discover a strange egg on the outskirts of the island. Then, before their very eyes, an odd little dragon hatches! The dragon calls himself Yoshi and says, ""Monstrous turtles recently appeared here in this Dinosaur Land. They have used magic to seal my friends inside eggs. I tried to help them, but the turtles are incredibly strong and cast a spell on me, too… Will you please come with me to rescue my friends?""

What can this mean? Apparently, Bowser hasn’t learned his lesson, so it appears that his minions have yet again kidnapped Princess Peach.

Mario and Luigi begin another adventure in hopes of rescuing Yoshi’s pals and Princess Peach!",44f6ab10-cc0f-4327-8c8d-a662fedf4c5c,"[//images.igdb.com/igdb/image/upload/t_thumb/sc856q.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc856r.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc856s.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc856t.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc856u.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc856v.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc856w.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc856x.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc856y.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc856z.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc8570.jpg]"
"Grand Theft Auto IV is an action-adventure video game developed by Rockstar North and published by Rockstar Games. It is the eleventh title in the Grand Theft Auto series, and the first main entry since 2004's Grand Theft Auto: San Andreas.

The game is played from a third-person perspective and its world is navigated on-foot or by vehicle. Throughout the single-player mode, players play as Niko Bellic. An online multiplayer mode is included with the game, allowing up to 32 players to engage in both co-operative and competitive gameplay in a recreation of the single-player setting.

Two expansion packs were later released for the game, The Lost and Damned and The Ballad of Gay Tony, which both feature new plots that are interconnected with the main Grand Theft Auto IV storyline, and follow new protagonists.",//images.igdb.com/igdb/image/upload/t_thumb/co2lbv.jpg,"Grand Theft Auto IV follows the story of Niko Bellic, a veteran of an unnamed war in Eastern Europe, who is haunted by the betrayal of his 15 man army unit. Ten years later, after a smuggling run goes bad due to a betrayal from a partner, Niko leaves Eastern Europe[23] to escape the anger of his employer, Ray Bulgarin. After six months in the merchant navy (serving aboard the cargo ship the Platypus), and believing the stories of his cousin Roman, Niko comes to Liberty City to pursue the American Dream as well as searching for the traitor of his unit. After his arrival, however, Niko quickly learns that Roman's tales of riches and luxury were lies concealing struggles with gambling debts and loansharks, and that Roman lives in a dirty apartment rather than a mansion.",83154922-d3ae-472a-a85f-1462f1ad95b3,"[//images.igdb.com/igdb/image/upload/t_thumb/ywnl0sqqi9wslnyw60l9.jpg, //images.igdb.com/igdb/image/upload/t_thumb/kpaqc6q3il0dtjhrdpcd.jpg, //images.igdb.com/igdb/image/upload/t_thumb/rfvuzw0pjfkxq1d820a4.jpg, //images.igdb.com/igdb/image/upload/t_thumb/bsnm6temoasfzkwkhiop.jpg, //images.igdb.com/igdb/image/upload/t_thumb/smxamwmtgvmoqmqqmdbs.jpg]"
"Dive into the world of Destiny 2 to explore the mysteries of the solar system and experience responsive first-person shooter combat. Unlock powerful elemental abilities and collect unique gear to customize your Guardian's look and playstyle. Enjoy Destiny 2’s cinematic story, challenging co-op missions, and a variety of PvP modes alone or with friends. Download for free today and write your legend in the stars.",//images.igdb.com/igdb/image/upload/t_thumb/co1n6x.jpg,"Humanity's last safe city has fallen to an overwhelming invasion force, led by Ghaul, the imposing commander of the brutal Red Legion. He has stripped the city's Guardians of their power and forced the survivors to flee.",7c929bcd-b5dc-4ea4-a77d-d9397ce819f3,"[//images.igdb.com/igdb/image/upload/t_thumb/m9mdkmpv1efkc2nmxqlt.jpg, //images.igdb.com/igdb/image/upload/t_thumb/d0s5upisfnao3h3jdsib.jpg, //images.igdb.com/igdb/image/upload/t_thumb/ymxy2otllrluvcqwnyhk.jpg, //images.igdb.com/igdb/image/upload/t_thumb/r3qos1ovmkboaskqmhtp.jpg, //images.igdb.com/igdb/image/upload/t_thumb/nmuz3tmvxva1nqhjaxvn.jpg]"
"A top-down action/adventure title in which Link, a blacksmith's nephew living in the fantastical land of Hyrule, must free the land from the evildoings of Ganon by taking up the mythical Master Sword and collecting the three Triforces in order to free the Seven Maidens, including the princess of Hyrule, Zelda, from the dungeons and castles of the Dark World.",//images.igdb.com/igdb/image/upload/t_thumb/co3vzn.jpg,"The plot of A Link to the Past focuses on Link as he travels on a journey to save Hyrule, defeat Ganon and rescue the seven descendants of the Sages. A Link to the Past uses a 3/4 top-down perspective similar to that of the original The Legend of Zelda, dropping the side scrolling elements of Zelda II: The Adventure of Link. A Link to the Past introduced elements to the series that are still commonplace today, such as the concept of an alternate or parallel world, the Master Sword and other new weapons and items.",beffbf20-7b47-4cd3-bf79-e603f7c5c86b,"[//images.igdb.com/igdb/image/upload/t_thumb/mmtbcuso2p10rrzr2xev.jpg, //images.igdb.com/igdb/image/upload/t_thumb/gsjih7ipodfg7s4kiis7.jpg, //images.igdb.com/igdb/image/upload/t_thumb/zxaofuzs5o3s1vkazfxp.jpg, //images.igdb.com/igdb/image/upload/t_thumb/zqjxjglvw4lywlzu4z17.jpg, //images.igdb.com/igdb/image/upload/t_thumb/mussjiqbllmh1lxkavc4.jpg, //images.igdb.com/igdb/image/upload/t_thumb/tip6pqunpn88oufxkl05.jpg, //images.igdb.com/igdb/image/upload/t_thumb/tgy8bav1xegsdkjcwce2.jpg, //images.igdb.com/igdb/image/upload/t_thumb/lw052zlyygibyccnh8re.jpg, //images.igdb.com/igdb/image/upload/t_thumb/kug1gjpomy43zthbms2q.jpg, //images.igdb.com/igdb/image/upload/t_thumb/arzyywgcajea7r1bbjbt.jpg, //images.igdb.com/igdb/image/upload/t_thumb/zsxzq9l0kl5l96mtm9c1.jpg]"
"Call of Duty: WWII creates the definitive World War II next generation experience across three different game modes: Campaign, Multiplayer, and Co-Operative. Featuring stunning visuals, the Campaign transports players to the European theater as they engage in an all-new Call of Duty story set in iconic World War II battles. Multiplayer marks a return to original, boots-on-the ground Call of Duty gameplay. Authentic weapons and traditional run-and-gun action immerse you in a vast array of World War II-themed locations. The Co-Operative mode unleashes a new and original story in a standalone game experience full of unexpected, adrenaline-pumping moments.",//images.igdb.com/igdb/image/upload/t_thumb/co1rdj.jpg,,4287fba6-1f6f-40cf-bb34-3011c1323e3a,"[//images.igdb.com/igdb/image/upload/t_thumb/zum4prw3m27jsqv2lobq.jpg, //images.igdb.com/igdb/image/upload/t_thumb/mno7spxuafapa8ajvixm.jpg, //images.igdb.com/igdb/image/upload/t_thumb/vdmxnihoegzdbyahjpat.jpg, //images.igdb.com/igdb/image/upload/t_thumb/o9mbl0rabu0sazsbxiji.jpg, //images.igdb.com/igdb/image/upload/t_thumb/qslsn7dl1nmjvlidmlc6.jpg, //images.igdb.com/igdb/image/upload/t_thumb/ccxizgajbolu4kw5iild.jpg, //images.igdb.com/igdb/image/upload/t_thumb/snkucsvixsexyfcvi1ks.jpg, //images.igdb.com/igdb/image/upload/t_thumb/uaxzlzruz9be57tq5ayf.jpg, //images.igdb.com/igdb/image/upload/t_thumb/ijoenntauq5gfurpayt1.jpg, //images.igdb.com/igdb/image/upload/t_thumb/fvyd4c4ybhw5asidd0tk.jpg, //images.igdb.com/igdb/image/upload/t_thumb/duzljmjdctiljgu4bzkt.jpg, //images.igdb.com/igdb/image/upload/t_thumb/m7j8nno7wpfdvxrvnam3.jpg]"
"Join the fight for the future in the world of Overwatch and choose your hero from a diverse cast of soldiers, scientists, adventurers, and oddities. Bend time, defy physics, and unleash a dizzying array of extraordinary powers and weapons. Engage your enemies in iconic locations from around the globe in the ultimate team-based shooter.",//images.igdb.com/igdb/image/upload/t_thumb/co1rcb.jpg,"Soldiers. Scientists. Adventurers. Oddities.

In a time of global crisis, an international task force of heroes banded together to restore peace to a war-torn world:

OVERWATCH.

It ended the crisis and helped to maintain peace in the decades that followed, inspiring an era of exploration, innovation, and discovery. But after many years, Overwatch's influence waned, and it was eventually disbanded.

Overwatch is gone… but the world still needs heroes.",eb91f284-9500-4b91-95dd-c95624f2b864,"[//images.igdb.com/igdb/image/upload/t_thumb/xcyoi025lvvwnnrdargv.jpg, //images.igdb.com/igdb/image/upload/t_thumb/qyardon47coclwtjfwwr.jpg, //images.igdb.com/igdb/image/upload/t_thumb/bpcshm1ryzyf4nwu0rkt.jpg, //images.igdb.com/igdb/image/upload/t_thumb/aq1xangaqzrlhgetcrop.jpg, //images.igdb.com/igdb/image/upload/t_thumb/ao0jpev6qtvqlftjlhv5.jpg]"
"Assassin’s Creed IV Black Flag begins in 1715, when pirates established a lawless republic in the Caribbean and ruled the land and seas. These outlaws paralyzed navies, halted international trade, and plundered vast fortunes. They threatened the power structures that ruled Europe, inspired the imaginations of millions, and left a legacy that still endures.",//images.igdb.com/igdb/image/upload/t_thumb/co2gjx.jpg,"Into this world sails a young, cocky, and fearsome captain named Edward Kenway. His skill with a sword and disdain for authority earn him the respect of pirate legends like Blackbeard, but thrust him into an ancient conflict that threatens to destroy everything the pirates have built.",91923f2d-412f-42ef-a2a7-b92c12944d60,"[//images.igdb.com/igdb/image/upload/t_thumb/klueeisww1wumxudur9l.jpg, //images.igdb.com/igdb/image/upload/t_thumb/amoqttuiszhyd6s4tgg5.jpg, //images.igdb.com/igdb/image/upload/t_thumb/xcxhhxv4vvevmstzxzz6.jpg, //images.igdb.com/igdb/image/upload/t_thumb/jejhpngrm1kttpn03lol.jpg, //images.igdb.com/igdb/image/upload/t_thumb/uiaywb4ybnqal47xgska.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sceetw.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sceetx.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sceety.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sceevg.jpg]"
"Dragon Age: Origins (previously known as Dragon Age) is a single-player third-person high-fantasy role-playing game developed by BioWare. It is a single-player only game that BioWare co-CEO Ray Muzyka describes as a ""spiritual successor"" to the Baldur's Gate series, though it is not based on Dungeons & Dragons rules or the Forgotten Realms setting. It utilizes a new BioWare-developed engine named Eclipse.

The designers incorporated origin stories for each race and some classes in the game. For example, a dwarf who is a member of the noble caste will begin the game as part of the royal family in one of the dwarven cities, while a dwarf commoner will begin on the streets of the city. Origin stories provide an introduction to the game world and hours of gameplay. People that the Warden meets during the origin story may reappear throughout the game, some of whom may be adversaries.",//images.igdb.com/igdb/image/upload/t_thumb/co2mvs.jpg,"You are a Grey Warden, one of the last of a legendary order of guardians. With the return of an ancient foe and the kingdom engulfed in civil war, you have been chosen by fate to unite the shattered lands and slay an archdemon once and for all. Start your adventure by picking your race as a Human, Elf, or Dwarf, then your class as a Warrior, Mage, or Rogue. Then after that, it is all up to you. The choices you make guide the path you take through the Ninth Age: The Dragon Age.",c5654f81-d5f3-404d-9a9f-1edd822a1dd1,"[//images.igdb.com/igdb/image/upload/t_thumb/lqju5bjut5rxzbwhgbke.jpg, //images.igdb.com/igdb/image/upload/t_thumb/hck8igy8t8t9r9g2t07z.jpg, //images.igdb.com/igdb/image/upload/t_thumb/ay4cmibjbvqdmxutwodm.jpg, //images.igdb.com/igdb/image/upload/t_thumb/mwvkhsnyu1zvu2ylqua6.jpg, //images.igdb.com/igdb/image/upload/t_thumb/rjmjcbjmldskop0wtalw.jpg]"
"Batman: Arkham Knight brings the award-winning Arkham trilogy from Rocksteady Studios to its epic conclusion. Developed exclusively for New-Gen platforms, Batman: Arkham Knight introduces Rocksteady's uniquely designed version of the Batmobile. The highly anticipated addition of this legendary vehicle, combined with the acclaimed gameplay of the Arkham series, offers gamers the ultimate and complete Batman experience as they tear through the streets and soar across the skyline of the entirety of Gotham City. In this explosive finale, Batman faces the ultimate threat against the city that he is sworn to protect, as Scarecrow returns to unite the super criminals of Gotham and destroy the Batman forever.",//images.igdb.com/igdb/image/upload/t_thumb/co1nh1.jpg,"In the explosive finale to the Arkham series, Batman faces the ultimate threat against the city he is sworn to protect. The Scarecrow returns to unite an impressive roster of supervillains, including Penguin, Two-Face, Harley Quinn, Firefly, Poison Ivy, and Riddler to destroy The Dark Knight forever. The most intriguing member of this alliance, however, is the deadly and enigmatic Arkham Knight.",e78d29e8-21f1-4b80-93b8-d436afa6aadd,"[//images.igdb.com/igdb/image/upload/t_thumb/z3z1odurhninhnorve6g.jpg, //images.igdb.com/igdb/image/upload/t_thumb/njfbulzuivfqqtavv8pi.jpg, //images.igdb.com/igdb/image/upload/t_thumb/qphzev6p9rdtqun10tnj.jpg, //images.igdb.com/igdb/image/upload/t_thumb/es3bkhmszhr0lgfitds7.jpg, //images.igdb.com/igdb/image/upload/t_thumb/gvexzjpbwq7aelsicwt1.jpg, //images.igdb.com/igdb/image/upload/t_thumb/kgjnikufzrw1ahslkn69.jpg, //images.igdb.com/igdb/image/upload/t_thumb/zy4zjqeydva5pw4afk9b.jpg, //images.igdb.com/igdb/image/upload/t_thumb/wmryo6uxdy1opndpqzsg.jpg, //images.igdb.com/igdb/image/upload/t_thumb/g6djmksheahgmj8qw4jh.jpg, //images.igdb.com/igdb/image/upload/t_thumb/f7dtfyst1yempsfapqze.jpg, //images.igdb.com/igdb/image/upload/t_thumb/ietlbq4wk9beejz4we8d.jpg, //images.igdb.com/igdb/image/upload/t_thumb/hhpdzsjzt1rq0zfyztqh.jpg]"
"This third-person dark fantasy Western RPG and sequel to The Witcher (2007), featuring multiple endings and branching narrative paths, follows the travels of Geralt of Rivia, witcher, who, after being falsely accused of regicide, sets out to clear his name and find the real killer, in a time of political turmoil and the brink of war between the imperialistic Nilfgaardian Empire and the Four Kingdoms.",//images.igdb.com/igdb/image/upload/t_thumb/co1wy4.jpg,"The player is Geralt of Rivia, a professional monster slayer, a witcher. Entangled in the political turmoil that engulfed Temeria, Geralt helped quell the rebellion of the Order of the Flaming Rose. Soon after, he saved King Foltest’s life when the monarch was attacked by a witcher-like assassin. He continues to protect the king, serving as his bodyguard as Foltest strives to bring peace to his kingdom. The Order’s last bastions have yielded to the royal army, yet one more task remains - the Baroness La Valette announced her secession from the realm, and her fortress must be taken. A month after the attempted assassination, Foltest’s armies stand at the gates of La Valette Castle, preparing for a final assault. Still at Foltest’s side, Geralt is among them, unable to begin his personal quest to discover the mysterious assassin’s origin and identity.",2cbc3c6f-2a60-48a8-b920-09fa3d3ecc3d,"[//images.igdb.com/igdb/image/upload/t_thumb/few5b8tm9daauwv29opk.jpg, //images.igdb.com/igdb/image/upload/t_thumb/zb5whw2xb13yavuzqhhy.jpg, //images.igdb.com/igdb/image/upload/t_thumb/fujznpait3vgks1fsf8u.jpg, //images.igdb.com/igdb/image/upload/t_thumb/auslwvtps8woqdd5t0um.jpg, //images.igdb.com/igdb/image/upload/t_thumb/qelsfsxjgnkz5zuvaat4.jpg]"
"CS:GO is the fourth iteration of Valve's team-based modern-military first-person shooter that features new and updated versions of the classic CS content. While expanding the franchise, the game also introduces new gameplay modes, matchmaking and leader boards.",//images.igdb.com/igdb/image/upload/t_thumb/co4apq.jpg,,f5838392-74a1-4b9e-ad3a-00c9ffa7136d,"[//images.igdb.com/igdb/image/upload/t_thumb/sc87l9.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc87la.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc87lb.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc87lc.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc87ld.jpg, //images.igdb.com/igdb/image/upload/t_thumb/scdrvs.jpg, //images.igdb.com/igdb/image/upload/t_thumb/scdrvt.jpg, //images.igdb.com/igdb/image/upload/t_thumb/scdrvu.jpg, //images.igdb.com/igdb/image/upload/t_thumb/scdrvv.jpg, //images.igdb.com/igdb/image/upload/t_thumb/scdrvw.jpg, //images.igdb.com/igdb/image/upload/t_thumb/scdrvx.jpg, //images.igdb.com/igdb/image/upload/t_thumb/scdrvy.jpg]"
"For the last four years, the team behind Assassin’s Creed IV Black Flag has been crafting a new beginning for the Assassin’s Creed franchise.

Set in Ancient Egypt, players will journey to the most mysterious place in history, during a crucial period that will shape the world and give rise to the Assassin’s Brotherhood. Plunged into a living, systemic and majestic open world, players are going to discover vibrant ecosystems, made of diverse and exotic landscapes that will provide them with infinite opportunities of pure exploration, adventures and challenges.

Powered by a new fight philosophy, Assassin's Creed Originsembraces a brand new RPG direction where players level up, loot, and choose abilities to shape and customize their very own skilled Assassin as they grow in power and expertise while exploring the entire country of Ancient Egypt.",//images.igdb.com/igdb/image/upload/t_thumb/co1rbe.jpg,"IT ALL STARTS WITH ONE

Ancient Egypt. Once a prosperous and influential empire, now a crumbling civilization.
Delve into this mysterious part of history and uncover the thrilling and dangerous tale behind the creation of the Assassins’ Brotherhood.",72e6aaa1-09be-40c7-9280-2cabda693937,"[//images.igdb.com/igdb/image/upload/t_thumb/giqtb8y4awm9ibt942cn.jpg, //images.igdb.com/igdb/image/upload/t_thumb/bdcceejc2e9vaimn0ngn.jpg, //images.igdb.com/igdb/image/upload/t_thumb/l1nbqll4r42lqrz1wesv.jpg, //images.igdb.com/igdb/image/upload/t_thumb/uaxy3tjubonooualy5x8.jpg, //images.igdb.com/igdb/image/upload/t_thumb/gxadfrdicxjlraalvltb.jpg, //images.igdb.com/igdb/image/upload/t_thumb/nfwxynqhormtovylykxr.jpg, //images.igdb.com/igdb/image/upload/t_thumb/wzltqoi9xgmmgimnxsrq.jpg, //images.igdb.com/igdb/image/upload/t_thumb/efqqm3t15ey0jlkv0xqv.jpg, //images.igdb.com/igdb/image/upload/t_thumb/dxbpxe7xewmvkz8dnrgp.jpg, //images.igdb.com/igdb/image/upload/t_thumb/wq0tjsduutk6jeaqakrh.jpg, //images.igdb.com/igdb/image/upload/t_thumb/p5fjuotpkdecuturqw1c.jpg, //images.igdb.com/igdb/image/upload/t_thumb/oh9o0c3d5eo7qnwkm9q2.jpg]"
A physics based medieval battle simulator which lets you pit wacky waving armies against each other. In Totally Accurate Battle Simulator you pit waving arm men against each other and watch them fight it out.,//images.igdb.com/igdb/image/upload/t_thumb/co1veb.jpg,,8a6c12b8-21e8-4897-8460-d028e6c13f7d,"[//images.igdb.com/igdb/image/upload/t_thumb/fgx5lzwlmytqfzhtunzz.jpg, //images.igdb.com/igdb/image/upload/t_thumb/zrmbxwlptiyrxw7z9p3x.jpg, //images.igdb.com/igdb/image/upload/t_thumb/ns1yco3iwezeav9h6jee.jpg, //images.igdb.com/igdb/image/upload/t_thumb/i6uxqudxjjvwupjwt2gl.jpg, //images.igdb.com/igdb/image/upload/t_thumb/kpxaegdowcs6qf4daxdb.jpg]"
"Superfighters Deluxe is a multiplayer 2D action game where little flat-headed men fight to the death in small and highly destructible arenas. Surviving each round takes skill, strategy and luck.",//images.igdb.com/igdb/image/upload/t_thumb/co1r61.jpg,,cd80612c-4048-4917-acd1-1d01a7f2db8a,"[//images.igdb.com/igdb/image/upload/t_thumb/eictejxujxz3xcmbylgn.jpg, //images.igdb.com/igdb/image/upload/t_thumb/v21jirvyi1yez5p00zj6.jpg, //images.igdb.com/igdb/image/upload/t_thumb/gotdjgksjbrmmwivxiwt.jpg]"
"A third-person story-heavy stealth action title which follows Solid Snake, a special operations soldier, who infiltrates a nuclear weapons facility by the name of Shadow Moses Island to neutralize a renegade special forces unit named FOXHOUND. Throughout his journey, he uncovers various lies and military conspiracies, and his ideas of trust, violence and control are challenged.",//images.igdb.com/igdb/image/upload/t_thumb/co3rbc.jpg,"You are Snake, a government agent on a mission to regain control of a secret nuclear weapons base from terrorist hands...",2e3aa486-a25c-4ddd-886c-9be53fa80f59,"[//images.igdb.com/igdb/image/upload/t_thumb/ntq8azanvq64jukyuinw.jpg, //images.igdb.com/igdb/image/upload/t_thumb/cmelhcrwgclzcpxer7ko.jpg, //images.igdb.com/igdb/image/upload/t_thumb/qmkw67hxfar1mfhymep0.jpg, //images.igdb.com/igdb/image/upload/t_thumb/exmnnu0toj608ppee4kq.jpg, //images.igdb.com/igdb/image/upload/t_thumb/kglno9tznolyxjcov1dr.jpg]"
"Final Fantasy VII is the seventh main installment in the Final Fantasy series, and was the first title to feature three-dimensional graphics, pre-rendered backgrounds and numerous full motion videos.

The gameplay is a departure from previous entries in the series in many ways. Though it retains the Active Time Battle pseudo-turn based menu command system, FFVII features three party members rather than four. The Materia system allows the player to customize each party member's abilities to their liking, and the Limit system grants them unique combat skills.

Though minigames had been a recurring feature, FFVII introduces numerous new ones, many of them playable in the theme park Gold Saucer varying from racing with Chocobos to snowboarding.",//images.igdb.com/igdb/image/upload/t_thumb/co2kx2.jpg,"Final Fantasy VII follows the story of mercenary Cloud Strife, who is hired by the eco-terrorist group AVALANCHE led by Barret Wallace to help fight the mega-corporation Shinra Electric Power Company, who attempts to drain the planet's lifeblood as an energy source to further their profits. Apathetic to the cause, Cloud initially fights for personal gain, and for the promise he made to childhood friend Tifa Lockhart. Cloud eventually joins forces with many others to save the planet, which is threatened by Shinra and Cloud's nemesis Sephiroth, and discovers a reason to fight for a cause other than his own.",410b047b-353f-41c3-8615-daf02ec658df,"[//images.igdb.com/igdb/image/upload/t_thumb/sc9esd.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc9ese.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc9esf.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc9esg.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc9esh.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc9esi.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc9esj.jpg]"
"Dishonored is an immersive first-person action game that casts you as a supernatural assassin driven by revenge. With Dishonored’s flexible combat system, creatively eliminate your targets as you combine the supernatural abilities, weapons and unusual gadgets at your disposal. Pursue your enemies under the cover of darkness or ruthlessly attack them head on with weapons drawn. The outcome of each mission plays out based on the choices you make.",//images.igdb.com/igdb/image/upload/t_thumb/co1y2j.jpg,"Dishonored is set in Dunwall, an industrial whaling city where strange steampunk-inspired technology and otherworldly forces coexist in the shadows. You are the once-trusted bodyguard of the beloved Empress. Framed for her murder, you become an infamous assassin, known only by the disturbing mask that has become your calling card. In a time of uncertainty, when the city is besieged by plague and ruled by a corrupt government armed with industrial technologies, dark forces conspire to bestow upon you abilities beyond those of any common man – but at what cost? The truth behind your betrayal is as murky as the waters surrounding the city, and the life you once had is gone forever",e62f2278-29b8-4287-9707-333df930f6ba,"[//images.igdb.com/igdb/image/upload/t_thumb/g7gj1dq82qv2wvv3izxg.jpg, //images.igdb.com/igdb/image/upload/t_thumb/gket6hnfqf2o6btpluck.jpg, //images.igdb.com/igdb/image/upload/t_thumb/feem9stvuzbeuhue9itk.jpg, //images.igdb.com/igdb/image/upload/t_thumb/tuxvvb4tqnnnatdy4c4b.jpg, //images.igdb.com/igdb/image/upload/t_thumb/utk6olfwdeqkw7bwxbd7.jpg]"
