id_sender,id_receiver,content,time
3f02e38b-84bb-4f66-ab84-45c9a48e4871,22c74857-37dc-40a4-9a48-b729dd82b815," do you like dance?",Fri Jan 21 23:50:29 EET 2022
3f02e38b-84bb-4f66-ab84-45c9a48e4871,cdab9d3d-7939-410c-9556-3643e0888faf," Yes  I do. Did you know Bruce Lee was a cha cha dancer?",Tue Jul 20 21:52:13 EEST 2021
3f02e38b-84bb-4f66-ab84-45c9a48e4871,0b6582c3-a376-40e9-9248-221a4737254d," Yes he even won a hardcore cha cha championship in 1958",Fri Feb 05 03:45:35 EET 2021
3f02e38b-84bb-4f66-ab84-45c9a48e4871,af026ca0-fa7e-480f-8525-a6604a40aeb1," Yeah. Did you know Tupac was a ballet dancer?",Mon Dec 21 02:49:47 EET 2020
a65ee703-f352-4269-8584-c0c12e307471,6f636be2-2f0a-4333-a954-3175a2ab3c1a," Yes and he even was in the production of the nutcracker",Thu Jul 30 15:20:42 EEST 2020
a65ee703-f352-4269-8584-c0c12e307471,b45743f7-5ce3-487e-81a1-4cf66456740c," Yeah. Ballet dancer go through 4 pairs of shoes a week",Thu Jan 20 07:53:52 EET 2022
a65ee703-f352-4269-8584-c0c12e307471,4b759dd3-429a-45fd-ac76-4a755fc83cd7," Yes that is a lot of shoes and also a lot of money",Wed Feb 02 22:48:22 EET 2022
76cc10d6-3701-4e9d-9c4e-c39218cca8a9,698414a5-c56d-446b-9ff9-636f32b9c269," Yeah true. Did you know babies are really good at dancing?",Mon Nov 22 18:45:51 EET 2021
76cc10d6-3701-4e9d-9c4e-c39218cca8a9,ed046dfb-9472-4c33-be7f-09a27a51b88e," Yes and they smile more when they hit the beat",Mon Nov 02 14:05:36 EET 2020
76cc10d6-3701-4e9d-9c4e-c39218cca8a9,d9551acf-2cd7-48f4-83bb-145748f7c272," Yeah they are much smarter than we give them credit for",Sun Oct 27 12:52:58 EET 2019
76cc10d6-3701-4e9d-9c4e-c39218cca8a9,1ef20737-41b2-48d8-a291-86b3e869f5d1," True Did you know Jackson had a patent on a dancing device?",Sun Sep 12 14:11:22 EEST 2021
76cc10d6-3701-4e9d-9c4e-c39218cca8a9,b174ce80-ea06-48dc-a56d-8c110d224e49," Yes it helped him smooth out his dance moves",Sun Nov 21 14:43:28 EET 2021
76cc10d6-3701-4e9d-9c4e-c39218cca8a9,3f2f6802-f8bb-484b-840c-2c5d1f99cac5," Nice. Do you like Shakespeare?",Sun Jun 02 09:02:27 EEST 2019
76cc10d6-3701-4e9d-9c4e-c39218cca8a9,006d50ff-dd41-4119-84f4-e627be40b964," Yes I do. Do you know that he popularized many phrases",Wed Jan 12 08:36:13 EET 2022
76cc10d6-3701-4e9d-9c4e-c39218cca8a9,f3f0d7e8-4baf-4ea6-8ac4-5a01113ed070," Yes like good riddance, in my heart of hearts and such",Thu Jan 27 12:32:21 EET 2022
c0216a9a-4c04-4105-a811-7ad470a70b77,28d22c24-397d-409d-bed2-304fe14e079e," Yes and then he also invented names like Jessica, Olivia and Miranda",Fri Feb 04 11:25:02 EET 2022
c0216a9a-4c04-4105-a811-7ad470a70b77,49576857-1424-49c3-8aaf-c6e41759e1e9," Yes. And for his works you have to use old english for it to make sense",Sun Sep 22 17:45:07 EEST 2019
c0216a9a-4c04-4105-a811-7ad470a70b77,d7cfeaa7-eefd-4299-a6be-9f6e6d982be0," Yes otherwise the rhymes and puns do not seem to work out",Mon Aug 09 00:45:37 EEST 2021
c0216a9a-4c04-4105-a811-7ad470a70b77,580d312a-7f74-472c-8313-80c86076e527," Yes. He lived at the same time as Pocahontas too",Thu Dec 09 04:25:31 EET 2021
c0216a9a-4c04-4105-a811-7ad470a70b77,8aa40cf3-8faf-4120-8262-68eb10f17206," I wonder if they met how that would go from there",Mon Jan 31 11:30:24 EET 2022
a844fa84-1529-436f-a102-3e8a943745b8,7af3f697-8592-460d-b9b5-8ca1db5b3790," Yeah interesting point. Nice chat",Mon Nov 15 00:20:06 EET 2021
a844fa84-1529-436f-a102-3e8a943745b8,b55b9123-e8c9-4c3b-9c92-87da6e93f9ed," Hey what's up do use Google very often?I really love the company and was surprised to hear that it was founded back in 1998.",Thu Dec 16 13:36:28 EET 2021
a844fa84-1529-436f-a102-3e8a943745b8,f3ba6244-7e21-4ac0-aa36-8d102a73916c," i think everyone must use it daily! its become ingrained in every day life",Thu May 20 02:10:28 EEST 2021
a844fa84-1529-436f-a102-3e8a943745b8,9af705ad-8b0f-4a51-9626-6ad0766aa8b3," Agreed. The Google headquarters in Mountain View California is nicknamed the Google Plex.",Wed Jun 23 15:33:59 EEST 2021
a844fa84-1529-436f-a102-3e8a943745b8,6aa37047-e825-41e7-8c8d-90e5199e786d," thats funny. The current CEO is Sundar Pichai, i didnt know Larry Page was replaced",Tue Sep 21 14:12:15 EEST 2021
a844fa84-1529-436f-a102-3e8a943745b8,312d86fd-4c39-47f9-a1e1-e864b7ae6d91," Oh yeah I didn't know that either. I also want to go to google Plex to see the goats who mow their lawn by eating it.",Thu Jun 10 13:05:43 EEST 2021
a844fa84-1529-436f-a102-3e8a943745b8,0700cdde-4f73-4b79-bfff-cc5afd76a26d," say what now?? they have that??",Fri Apr 24 10:21:16 EEST 2020
a844fa84-1529-436f-a102-3e8a943745b8,45e9757d-e51a-4ae5-a2f6-b599076c424e," Yeah apparently lol! They do that instead of hiring people to mow!",Sun May 10 00:32:29 EEST 2020
a844fa84-1529-436f-a102-3e8a943745b8,115a43a5-1dd2-4a06-9458-6c751542ac71," thats both funny and i guess imaginative. leave it to a huge tech company to employ actual goats!",Tue Nov 17 22:20:23 EET 2020
4f3ae133-5057-48c7-8453-e829d009382d,6459c8e8-a6b7-49d9-8eb8-704ec47b193b," Yeah exactly I am sure they are cheaper. One thing I bet they couldn't exploit is fish. I think fish are so cool there is actually a breed of jellyfish that is immortal.",Mon Feb 08 19:11:20 EET 2021
4f3ae133-5057-48c7-8453-e829d009382d,99c853aa-37d3-4faa-8dc6-d0a6a1ba2ca7," i had rememered hearing about that before. Immortatlity is wasted on a jellyfish haha. did you know a seahorse is the only fish that has an actual neck?",Mon Dec 07 15:35:02 EET 2020
4f3ae133-5057-48c7-8453-e829d009382d,c024e2e3-3179-4874-9942-53702a7988cd," That is so funny I guess I never considered a seahorse a fish. The black swallower fish sounds a lot like a snake because it can eat pray that is so large.",Mon Dec 06 01:29:32 EET 2021
4f3ae133-5057-48c7-8453-e829d009382d,943732eb-faa3-4c08-ae16-3363f9fd13ee," i guess they live up to their name then!",Sun Aug 30 18:30:51 EEST 2020
4f3ae133-5057-48c7-8453-e829d009382d,82aa46bc-4f21-477a-a2b2-2750ec32644c," It seems they do. I also didn't know that there was a difference with how freshwater and saltwater fish drink.",Wed Aug 11 06:18:39 EEST 2021
4f3ae133-5057-48c7-8453-e829d009382d,bed15dff-cc0f-4257-8abc-3801d4c20edb," thats crazy. i wonder why fresh water ones only use osmosis? ",Mon Aug 30 00:47:03 EEST 2021
4f3ae133-5057-48c7-8453-e829d009382d,7e9d38ef-2af7-41dc-88d2-831fe816a59a," Yeah and saltwater fish are lucky because they can do that and drink through their mouth's.",Mon Jun 22 03:37:02 EEST 2020
4f3ae133-5057-48c7-8453-e829d009382d,d3719fdd-4901-4c0d-8ebe-925575fc9d13," seems like fresh water fish got the short end of the stick with that one. Have you ever been to a cat cafe?",Sun Dec 12 16:12:48 EET 2021
4f3ae133-5057-48c7-8453-e829d009382d,3df6927a-0600-41f8-8d35-0d37c4d7bd10," I have never been to a cat cafe no, what about you? Seems like they are popular in Japan and Taiwan.",Wed Nov 24 05:14:12 EET 2021
4f3ae133-5057-48c7-8453-e829d009382d,5ebea6e0-ec53-48e9-bb29-ceffcb55bd06," no but I would love to! paying hourly to hang out with adorable cats? im in!",Sat Sep 25 14:18:24 EEST 2021
79565442-c47e-4a5e-a7c8-570c569dceb9,4a636057-5396-4c4f-b230-e0b8c7ec1cec," Yeah that would be a lot of fun. I didn't realize that cats sleep so much. Must be nice.",Fri Aug 20 13:19:58 EEST 2021
79565442-c47e-4a5e-a7c8-570c569dceb9,d7a6ddd7-6c7e-49a0-a095-90c2d05e0765," i guess thats where the phrase ""cat nap"" comes from",Sun Sep 12 06:14:24 EEST 2021
79565442-c47e-4a5e-a7c8-570c569dceb9,ed6add55-f039-4528-928a-c6f9fa85156f," Oh yeah I guess so ha ha. There's even a town in Alaska that has a mayor cat.",Wed Oct 07 07:42:49 EEST 2020
79565442-c47e-4a5e-a7c8-570c569dceb9,b174ce80-ea06-48dc-a56d-8c110d224e49," Hi!  do you like to dance?",Fri Nov 19 19:55:28 EET 2021
79565442-c47e-4a5e-a7c8-570c569dceb9,4efa93ae-48fb-44cd-bd2e-d591d833713d," I love to dance a lot. How about you?",Fri Nov 26 17:18:22 EET 2021
79565442-c47e-4a5e-a7c8-570c569dceb9,7e5a66eb-de5a-48f7-b9b4-6fa42ced0159," I am really bad, but it is a good time.",Mon Dec 14 01:23:15 EET 2020
537f44e1-c336-4bf7-9f69-c1b650afc7b4,3c829eb7-2b0b-4969-93d7-0ca593dd498c," Dancing is a lot of fun. Did you know that Bruce Lee was a great dancer?",Sun Sep 20 22:00:24 EEST 2020
537f44e1-c336-4bf7-9f69-c1b650afc7b4,e1655954-9bd8-442d-a0c6-97ac2f314b21," I heard that, winning Cha Cha championships and everything!",Tue May 12 16:36:50 EEST 2020
537f44e1-c336-4bf7-9f69-c1b650afc7b4,80a77b7f-bdc3-4e6e-817c-088d7499d2ba," Yes that is amazing. He won the Hong Kong cha-cha championship back in 1958 in fact.",Tue Apr 27 05:34:08 EEST 2021
537f44e1-c336-4bf7-9f69-c1b650afc7b4,053b76a2-946b-4afe-8aef-6b0edf3e8304," I always just thought of him as a martial arts legend.  Now he is a dance legend of sorts too!",Mon Dec 28 04:50:30 EET 2020
537f44e1-c336-4bf7-9f69-c1b650afc7b4,0884b710-e8c0-45b1-a8b1-874e094cfa3c," Yeah!! That is correct. He was a fantastic martial artist. Did you know that Tupac danced ballet in high school?",Wed Aug 18 16:25:39 EEST 2021
537f44e1-c336-4bf7-9f69-c1b650afc7b4,13ca45e4-0f5b-46ea-b983-cc67dd10f620," Yeah!  He was the mouse king in the Nutcracker.  Thats pretty cool, I would definitely never have guessed that about him.",Fri Dec 25 17:55:05 EET 2020
537f44e1-c336-4bf7-9f69-c1b650afc7b4,941b6525-4602-43a2-aee8-6bdce7fc52b7," Neither did I. That is insane because Tupac was a famous rapper. ",Tue Feb 02 21:47:17 EET 2021
537f44e1-c336-4bf7-9f69-c1b650afc7b4,0893787f-fd02-44ca-a2c1-84c101278b6b," He was indeed, his music is even in the library of congress.",Sat Dec 25 14:03:41 EET 2021
537f44e1-c336-4bf7-9f69-c1b650afc7b4,2b7cb83c-8771-4572-b171-0123d61464b3," I didn't know this thanks for sharing.",Fri Mar 26 04:51:36 EET 2021
537f44e1-c336-4bf7-9f69-c1b650afc7b4,7c6e67a0-5019-425a-a3fe-8613d37ae5ca," Sure thing!  Did you hear about Michael Jackson's special patent shoes?",Sat Aug 01 12:45:12 EEST 2020
0b6582c3-a376-40e9-9248-221a4737254d,9414ddea-333c-4ccd-afce-f7f56ccaffa3," No. I know that Michael Jackson was a fantastic dancer but can you tell me more about his patent shoes if you don't mind.",Thu Apr 29 05:11:04 EEST 2021
0b6582c3-a376-40e9-9248-221a4737254d,fad0ba6b-19c6-4b99-8db1-784f7af04b39," There was a specific device in his shoes that helped with his extreme lean in some dance moves.",Thu Jun 10 22:05:48 EEST 2021
0b6582c3-a376-40e9-9248-221a4737254d,a048bbe3-4a9e-4bcd-b308-25c626c81add," Wow!!! That is amazing coming from such a talented singer and dancer. I couldn't even dance like that even if I dreamed of it.",Sat Jun 12 23:05:37 EEST 2021
0b6582c3-a376-40e9-9248-221a4737254d,85b0edfa-88bf-4ec1-80ae-de5e11db0170," Me neither. I could never be a professional dancer.",Fri Dec 24 02:08:36 EET 2021
0b6582c3-a376-40e9-9248-221a4737254d,5e0f817c-7931-4eda-ae19-9ac855b03897," I heard that some professional ballet dancer can go through four pairs of shoes in a week.",Fri Oct 15 05:07:12 EEST 2021
0b6582c3-a376-40e9-9248-221a4737254d,91d4535d-4ff6-426a-883b-8600a48c1942," That is crazy!  That can't be cheap for them.",Tue May 11 17:10:09 EEST 2021
0b6582c3-a376-40e9-9248-221a4737254d,2e98208e-4f8e-4b66-b1b2-82ebeb8150ec," No. I think its very expensive for them to be professional ballet dancers based on this.",Tue Dec 14 21:41:46 EET 2021
0b6582c3-a376-40e9-9248-221a4737254d,7113154b-f4dd-4262-8aa0-d534f7a2d50d," It has been great chatting but I must go!  Gotta go get my Bruce Lee on, the martial arts part...  definitely not the dance.",Sat Oct 10 11:10:31 EEST 2020
0b6582c3-a376-40e9-9248-221a4737254d,9c855ae0-134b-4688-80cd-36e63b26db92," Ha Ha!!! It was so nice chatting with you as well!! Have a nice day!!! Bye",Sun Jan 23 20:06:32 EET 2022
81e49dd1-7da6-4a92-8feb-c176b727bc01,28d22c24-397d-409d-bed2-304fe14e079e," Bye",Sun Oct 18 23:05:04 EEST 2020
81e49dd1-7da6-4a92-8feb-c176b727bc01,b1248da3-d438-453b-ae8d-6a4487acb3d1," do you like dance?",Sat Mar 27 08:19:30 EET 2021
81e49dd1-7da6-4a92-8feb-c176b727bc01,8a9c1ef1-75f2-4637-9cf1-972577d932eb," I love it. Did you know Bruce Lee was a dancer?",Sun Oct 10 17:02:03 EEST 2021
81e49dd1-7da6-4a92-8feb-c176b727bc01,56a42b44-b1ca-4d9f-9673-927c54f06945," Yes he even won a cha cha championship in 1958",Sun Sep 19 00:29:55 EEST 2021
81e49dd1-7da6-4a92-8feb-c176b727bc01,5df0e2fd-e6ce-4b95-acb7-572d1ecb8838," Yeah. Did you know ballet dancers use a lot of shoes?",Thu Oct 07 15:35:11 EEST 2021
81e49dd1-7da6-4a92-8feb-c176b727bc01,b509f5e6-c2b9-4e6f-806e-4e9c4170681a," Yes they go through 4 pairs in a single week",Mon Nov 15 21:42:17 EET 2021
99754d0f-8699-45ec-86af-3bb8ef21c7b5,7df5728d-0686-4c78-9e6d-dcde1f3f23ef," Yeah that is a lot of shoes and also a lot of money",Sat May 08 08:58:05 EEST 2021
99754d0f-8699-45ec-86af-3bb8ef21c7b5,988c4577-bc27-4ab9-aa15-4bff07cef980," Yeah. Babies are also really good at dancing when they hear music",Mon Nov 02 00:14:01 EET 2020
99754d0f-8699-45ec-86af-3bb8ef21c7b5,bf1a21be-e406-41fa-8726-26c13144e571," Yes and they smile more when they hit the beat",Mon Feb 07 09:42:01 EET 2022
99754d0f-8699-45ec-86af-3bb8ef21c7b5,10a4392f-4c5d-4aa7-83e1-55c2d3992653," Yeah pretty cute. Did you know Tupac was a ballet dancer?",Wed Dec 01 18:26:04 EET 2021
99754d0f-8699-45ec-86af-3bb8ef21c7b5,a6617f95-2182-489a-9ffb-169bbb6758ab," Yes he was in the nutcracker as the mouse king",Tue May 19 17:27:15 EEST 2020
99754d0f-8699-45ec-86af-3bb8ef21c7b5,670efde9-fd96-4f7f-89ba-1fc3c45b7cec," Yeah. DO you like SHakespeare?",Mon Jan 10 08:51:02 EET 2022
99754d0f-8699-45ec-86af-3bb8ef21c7b5,8e192a42-921a-48b1-8592-10a23ae11c4d," I love his work. Did you know he popularized many terms that we use to this day?",Sun Oct 24 22:21:43 EEST 2021
99754d0f-8699-45ec-86af-3bb8ef21c7b5,62b48b85-9bb9-4bda-8e41-10a4362758d4," Yes terms like, good riddance, in my heart of heart and such",Thu Jun 25 17:55:14 EEST 2020
99754d0f-8699-45ec-86af-3bb8ef21c7b5,635bef1b-8ec2-425b-872e-a25cd1c02fb0," Yes. He lives at the same time as Pocahontas did",Fri Oct 30 22:36:46 EET 2020
99754d0f-8699-45ec-86af-3bb8ef21c7b5,07061380-75f5-41d3-b13f-5e930abe0d07," I wonder if they had met what he would have written about her.",Wed Feb 17 14:42:56 EET 2021
7c8a8f48-df69-43dd-aca8-41fe15f7c2eb,631f521d-5fe3-42b1-9ba3-c0b6e7ae6a96," Yeah good point. He also invented some women's names",Thu Nov 18 18:26:16 EET 2021
7c8a8f48-df69-43dd-aca8-41fe15f7c2eb,dc22c867-daef-41eb-b63f-acc2205033ba," Yes among those are Olivia, Miranda and Jessica",Tue Mar 23 02:04:20 EET 2021
7c8a8f48-df69-43dd-aca8-41fe15f7c2eb,0f2b4b0f-0082-4e5b-bcf4-84c82911fa5c," Yeah. Did you know that his works have to stick to the old english language to make sense?",Fri Dec 24 10:32:43 EET 2021
75f553d1-5b64-425a-9a44-d0ee11daa497,f3680f7d-e80f-4c60-b2c3-ec0fbc8d1bcf," Yes especially with punk and rhymes, they do not work with modern language",Thu Jun 10 04:55:05 EEST 2021
75f553d1-5b64-425a-9a44-d0ee11daa497,5fa56ed6-d9ca-4863-aabf-ecd3bdadb3be," Yeah. Did you know Tchaikozsky donated his skull in hopes it will be used in Shakespeare's plays?",Fri Jan 28 14:01:22 EET 2022
75f553d1-5b64-425a-9a44-d0ee11daa497,5ebea6e0-ec53-48e9-bb29-ceffcb55bd06," Yes and did get used so that is good. Nice chat",Wed Dec 30 06:37:25 EET 2020
75f553d1-5b64-425a-9a44-d0ee11daa497,a844fa84-1529-436f-a102-3e8a943745b8," hi, do you use google much?",Thu Jan 13 06:23:05 EET 2022
75f553d1-5b64-425a-9a44-d0ee11daa497,312d86fd-4c39-47f9-a1e1-e864b7ae6d91," Yes, I think it is the most effective search engine. How about you? Do you use gmail?",Mon Jul 12 11:42:48 EEST 2021
75f553d1-5b64-425a-9a44-d0ee11daa497,b1a9711d-d210-4195-b7ab-ce808617a150," Yes. a google search takes more computing power than sending astronauts tot he moon",Wed Jun 16 15:35:36 EEST 2021
75f553d1-5b64-425a-9a44-d0ee11daa497,631f521d-5fe3-42b1-9ba3-c0b6e7ae6a96," And before on Google moon they used to use cheese for close ups!",Sun Aug 08 23:32:44 EEST 2021
75f553d1-5b64-425a-9a44-d0ee11daa497,988c4577-bc27-4ab9-aa15-4bff07cef980," do you know how google maps calculates traffic?",Thu Dec 09 00:17:53 EET 2021
52e5b9eb-bfe3-4ce2-8cf0-830968caa22f,631f521d-5fe3-42b1-9ba3-c0b6e7ae6a96," I am not sure, how do they do this?",Wed Jan 12 18:21:39 EET 2022
4bc83554-c431-4046-8a7f-ef41b956ae5f,62a06db7-617a-4306-8667-14a4532041b3," they track how fast android devices are moving",Fri Jan 14 16:23:18 EET 2022
4bc83554-c431-4046-8a7f-ef41b956ae5f,053b76a2-946b-4afe-8aef-6b0edf3e8304," Interesting! Google really is taking over the world. Their data center electricity use is 0.01 percent of all worldwide electricity.",Sat Dec 11 06:38:28 EET 2021
4bc83554-c431-4046-8a7f-ef41b956ae5f,2b7cb83c-8771-4572-b171-0123d61464b3," Yes for sure they are. they have grown so much over the years",Thu Apr 02 14:08:06 EEST 2020
8c0eda38-a14f-452f-85be-2fa9e1156375,064cdbc5-19b5-493d-bbcc-d44a2ff8614f," But I like that they like to have fun too. Have you ever typed askew into Google?",Mon Jan 24 15:50:20 EET 2022
8c0eda38-a14f-452f-85be-2fa9e1156375,a5606b1b-4055-4214-99fa-5b4fc62ce92d," No I have. What does the results turn?",Wed Apr 14 12:45:00 EEST 2021
8c0eda38-a14f-452f-85be-2fa9e1156375,a2bbecbc-ab60-416a-8985-06218b760234," You should try it! It tilts the page. Another fun thing Google does is call new employees nogglers. They have to wear propeller beanies. Or is this mean?",Tue Jan 04 13:25:39 EET 2022
8c0eda38-a14f-452f-85be-2fa9e1156375,1ee60d18-a2bd-4fff-80c3-304b97b4478f," Oh, not sure about that really. People say it is a great place to work at though",Mon Jun 21 08:22:33 EEST 2021
8c0eda38-a14f-452f-85be-2fa9e1156375,c5c825e8-80ec-4371-a14a-24c99feae8c4," Before Google launched gmail, that was the name of a free email service offered by garfield's website. That actually seems more fun.",Mon Sep 06 22:51:29 EEST 2021
8c0eda38-a14f-452f-85be-2fa9e1156375,e8afcf7c-c139-4f3d-98eb-561080b92f7c," I know now everytime I open gmail I think of garfield",Wed Aug 05 05:40:32 EEST 2020
8c0eda38-a14f-452f-85be-2fa9e1156375,dd57d8a1-a472-4436-a1b9-0414cbfa07cc," Speaking of cats, I would love to get a glow in the dark one. They have those in South Korea.",Tue Jan 18 04:23:23 EET 2022
8c0eda38-a14f-452f-85be-2fa9e1156375,d483e4a3-6bb6-4e56-9a91-54a72ca0d234," Wow. In Japana and Taiwan there are cat cafes where you can play with them",Sat Jul 03 02:00:01 EEST 2021
8c0eda38-a14f-452f-85be-2fa9e1156375,8273415b-6982-41ff-b3bd-87e5c37e4922," That seems fun! That reminds me of the Anderson house bed and breakfast in Minnesota. They used to offer a free cat for the night when you booked a room.",Fri Apr 09 02:40:33 EEST 2021
8c0eda38-a14f-452f-85be-2fa9e1156375,99c853aa-37d3-4faa-8dc6-d0a6a1ba2ca7," wow. there is a town in alaska where the mayor of the town is a cat",Tue Aug 17 03:50:25 EEST 2021
34f1851d-1bac-4b0b-938d-3f4d8637e22c,c2aa3e6f-87da-482a-a4ec-36a8cb1d81d7," That is cool. Cats are a pretty smart species. There has not been a cat species extinction in 10,000 years.",Fri Sep 25 13:58:40 EEST 2020
34f1851d-1bac-4b0b-938d-3f4d8637e22c,006d50ff-dd41-4119-84f4-e627be40b964," They are indeed very smart and that proves it. Nice chatting with you.",Sun Feb 28 20:52:30 EET 2021
34f1851d-1bac-4b0b-938d-3f4d8637e22c,a360e9c4-24af-4cee-bf94-a45e5f74c231," Do you like comic books?",Sun Jan 09 11:13:38 EET 2022
34f1851d-1bac-4b0b-938d-3f4d8637e22c,438d66f4-d20b-42a7-86a9-7e00988d352d," I do like comic books!",Sun Oct 10 10:33:24 EEST 2021
34f1851d-1bac-4b0b-938d-3f4d8637e22c,9658f74b-8b5b-433f-9d08-cf8d845a546e," Have you heard that Harley Quinn has a new comic book series coming out?",Tue Feb 08 13:46:17 EET 2022
b6cac77c-420a-4db4-ab4b-4ad927396e93,00f2f667-abca-4e40-a72b-ad190b6e11eb," I have not heard that.  I know that comic book legend Stan Lee used to end every phone conversation with ""excelsior!""",Sun Nov 21 17:05:23 EET 2021
b6cac77c-420a-4db4-ab4b-4ad927396e93,bf7b749c-4705-4737-8f03-d020dbbd126e," I've heard that too. Did you know that the DC in DC comics stands for Detective Comics?",Sat Oct 10 14:37:27 EEST 2020
b6cac77c-420a-4db4-ab4b-4ad927396e93,f48fbcc8-e2a1-46f7-ba23-28f7efff3dc9," I just read that today.  The largest comic book market is in Japan.  I believe it.  My son loves to read those mangas.",Sun Jan 09 19:53:18 EET 2022
b6cac77c-420a-4db4-ab4b-4ad927396e93,bf1a21be-e406-41fa-8726-26c13144e571," I would love to go there. I used to like reading Manga too. ",Sat Mar 20 22:09:51 EET 2021
b6cac77c-420a-4db4-ab4b-4ad927396e93,19ffff98-f26d-4d25-a716-2d9a5464e596," The manga market is Japan is valued at $6 to $7 billion dollars!",Sat Jul 31 15:48:11 EEST 2021
b6cac77c-420a-4db4-ab4b-4ad927396e93,903b97b0-3e73-4c6a-bc53-dfb59352c091," That is wild! Did you know that Michigan State University library has the largest publicly available comic book collection in the world?",Thu Jun 17 19:47:26 EEST 2021
