id,id_games_played
a844fa84-1529-436f-a102-3e8a943745b8,"[01071e8d-cda2-4d97-a9e8-fb2fdd84e8f0, de3812a3-b1d3-45d2-82e1-c4a6b9eb8e45, 445344f5-2c1d-405e-891b-9f52ae6b4fc4, 37569656-c59e-4e6a-87dd-f9f2c7a522a8, f4097a0a-e926-47e4-a447-8573acdf0fd8, 77a22b2c-a6ce-47a1-85d6-af6a55ed671b, fed1555c-13f8-41ef-b037-5eec6a8329c1, d3f6d085-2782-43b7-bd1e-4f6083ada689, beeff1a0-4c09-4d40-a144-70c5fbadd623, b8d32182-abef-46fd-9f58-e00ce9620bd5, fb1b3485-1ce0-47aa-8e7f-471e5bec75dc, 2688c8a3-82a6-49e2-817e-6a0de3879340, 67dc1180-1a79-4f3c-aa26-a4ee1bb5e9ff, 63218d58-78f1-4e37-924c-b4214f2824fb, fdec227f-9fb5-4981-a070-33253b22a2a4, e3019efe-07d4-470b-b611-a83b2daff9b2, 745f514c-e8b7-4fb2-bf2a-ccc6ee72f709, 54c54d6e-76cb-441c-918e-9e8c45942915, 6271f93c-ba18-4408-aa2e-fef906f8dd9e, 51d4b321-880b-4c8d-bf67-fae3425b5d5b]"
4f3ae133-5057-48c7-8453-e829d009382d,"[eb465fb0-a676-4c86-941d-e42648d69c90, 0e400d87-91f3-40e6-a915-8166d0af5ae7, 27fda8a0-9a59-4f0b-9b0c-04c91e41774c, 4d83356d-79a1-445d-ac34-7784b750ac5d, 26df1a4a-832a-4367-957e-6c295594eb6d, 2b174648-944d-47f5-ac6c-75e5072058d1, 2d7c7959-3220-4379-a700-f202bbeabee3, 70938015-608a-4936-900e-822a65713579, a3c4e5da-18a4-4c04-b9b1-999d7d4ac0e5, caa2867e-4c65-468b-afd2-80c1d936c21a, e695bfb6-3ab7-44e8-b2f7-9c00200e5e50, b05c1e72-81f3-4a22-b71b-28005d3aa71c, 76486434-585f-4cd8-80a4-99869a54213e, 33434d83-affe-4717-b7e8-b4fb3dc81f67, 1031f575-a872-4e53-902a-627b2286d0c6, 11c592de-28f3-4190-adf3-076a252cabdc, 88ee4f8a-2be9-4d8f-ad7a-523d0bb89dd2, 1c84ddb2-3121-43d1-b0aa-2c3ff6246bc8, f85f172e-be2b-4790-a7e1-a7e037dd99fd, e9c2e24d-6bd5-4729-ba66-f629adc140bb]"
79565442-c47e-4a5e-a7c8-570c569dceb9,"[f4097a0a-e926-47e4-a447-8573acdf0fd8, 34ec5303-4a14-42b7-8605-4bb28c497369, 4311fd03-c9f8-4a81-ae74-d506b8c9f9dc, e94537a0-674d-4a93-af9a-7d91d52c5bd4, bb737d4a-44ef-4bf5-97ba-e55c3494bd47, 444cfcdd-6310-4362-b0b8-8470584a3552, edf421ed-3a4b-4845-b66d-76ce2907df91, 7af44427-fe29-452b-92fa-6e914c56299d, 2f99bbc3-4667-42df-9cf0-1472a445310e, 1e4aa3d6-2ef8-4ca5-b5b2-12fd473045f0, 72489547-6912-4389-bcfc-551e38d8ce06, 88ee4f8a-2be9-4d8f-ad7a-523d0bb89dd2, 82b720f6-6246-4ce9-bfd5-ce441ebe1078, f16b9fc4-40ac-489c-a983-ed83868148b1, 130b2400-7dc5-4975-832e-5d95d1eb9166, 119bb687-90e6-4d69-bc71-5d72e205a3bf, 226fe8e9-3d65-4129-b29d-0ebe83db1159, f4cc81f3-b21c-4458-85b8-7053fcf65c92, 3209432f-6301-4378-a6a9-781f984dae37, a4cd2a11-21a6-4c25-9a78-3691488923fd]"
537f44e1-c336-4bf7-9f69-c1b650afc7b4,"[44b166c7-f606-4a88-8772-8fa8a7f4cd13, 76486434-585f-4cd8-80a4-99869a54213e, e80b828f-2d68-419b-a92a-161550bcd95f, 7cbe2ffa-cb1c-4d4a-8af3-7a4a670da347, 5cae874f-3a7c-408a-a6d7-ecd3c0a11180, eeae10b0-a79c-4ff8-a00a-9ab2331cddce, 4ad394c5-3e93-408b-ae64-c202b441daff, 0fb408c9-0741-4bc0-87af-39280c9a2516, 392e5bfe-889b-409b-afdd-68ca930828e0, aeffa47d-8038-469f-b428-ef7df0153fef, 658c706f-4061-4df8-a82a-ff1cbc55c246, 60de2443-6212-4931-aed3-23af5d65ea12, 84e17eee-a3dd-44d9-943d-369369b87cee, 673fb3de-1c58-466c-98cd-7d72ae0cff50, e5f49207-e359-416f-bb30-8fc51a13cc0a, b02a31bb-4429-46ff-abb9-3a6536a7f354, f4c7f22f-78be-4302-9065-416ce3f24f43, ef09f159-3fc2-4762-bec0-b5435772c70c, 130b2400-7dc5-4975-832e-5d95d1eb9166, ebaffea1-70cc-444d-980a-312b108a17bd]"
b45743f7-5ce3-487e-81a1-4cf66456740c,"[33434d83-affe-4717-b7e8-b4fb3dc81f67, eb465fb0-a676-4c86-941d-e42648d69c90, 673fb3de-1c58-466c-98cd-7d72ae0cff50, 2f99bbc3-4667-42df-9cf0-1472a445310e, 4a683726-2a70-4e4e-b464-e45ffa1127e3, 6f470f8b-7bc1-4b50-a614-3ae249b39be1, 5a53b25e-61be-42cb-8ca4-47ff524b03ba, 58cd2517-38d1-453f-9d37-25ad21f52183, 130b2400-7dc5-4975-832e-5d95d1eb9166, beeff1a0-4c09-4d40-a144-70c5fbadd623, 861d1714-4e79-4293-b8da-3249a374137f, 3443f571-22a1-47c3-92dd-5a94e17efa52, 3cb09a70-9b05-480c-aa97-443d9560fc00, eff5bd6e-ebbf-42c2-a8fa-7fadda7d441f, 231f095b-36d3-4efb-bac9-5800a211dd9e, 2c28f72a-ac9e-4baf-b054-9360ab30d7bc, 0e400d87-91f3-40e6-a915-8166d0af5ae7, cb53cd28-9a5e-4276-a3ec-50ce044114a3, 117f9886-7c7e-4446-b736-471a2bf3c1c6, 796005ff-387a-4c3a-81a2-51c73279169d]"
81e49dd1-7da6-4a92-8feb-c176b727bc01,"[622bc6ce-ad15-4b80-9f2d-96492afbb8ff, 8f40a290-99b9-455c-bcca-12e2b528e8d1, ec2a2ecf-68a2-4a59-ad1c-15b83075c6cd, cdad8a11-ac56-4972-bdea-182a2e068922, d551f3d2-c234-4ee6-94c6-c82d65a02602, 63218d58-78f1-4e37-924c-b4214f2824fb, a3c4e5da-18a4-4c04-b9b1-999d7d4ac0e5, 8dfb3c65-20f7-4584-810b-50b472d5dd35, 3cb09a70-9b05-480c-aa97-443d9560fc00, 231f095b-36d3-4efb-bac9-5800a211dd9e, f46b5dad-92df-4a69-859f-45d56a2847b1, 2c28f72a-ac9e-4baf-b054-9360ab30d7bc, 117f9886-7c7e-4446-b736-471a2bf3c1c6, 130b2400-7dc5-4975-832e-5d95d1eb9166, 96032eaf-3987-4f50-ac15-bac6ef06c032, d1c4afb0-53b9-40cd-b81c-5d2358822f95, 26582459-1463-4755-80cf-aff5d1e6c890, d67625f6-c23d-4897-b2bb-c88a3b434733, 35e77cd9-2397-4ef9-8c97-25eff902d1e3, 2d7c7959-3220-4379-a700-f202bbeabee3]"
99754d0f-8699-45ec-86af-3bb8ef21c7b5,"[34dc6468-23d7-415f-8f56-ba9ed586daef, f4cc81f3-b21c-4458-85b8-7053fcf65c92, 2b174648-944d-47f5-ac6c-75e5072058d1, 54c54d6e-76cb-441c-918e-9e8c45942915, f46b5dad-92df-4a69-859f-45d56a2847b1, 92db986f-20db-4d57-9c1a-5a070f98eb44, b7c4b1a2-b1fa-4de4-a321-8fac463f619c, 96032eaf-3987-4f50-ac15-bac6ef06c032, 77a22b2c-a6ce-47a1-85d6-af6a55ed671b, 4a3458ba-5b57-443e-b1f4-54c6a5ff6034, 7b9a12da-14f5-4efb-bf1e-f9d53012ef7a, 5a53b25e-61be-42cb-8ca4-47ff524b03ba, f4c7f22f-78be-4302-9065-416ce3f24f43, 2f99bbc3-4667-42df-9cf0-1472a445310e, 48759e86-81de-46c2-88a5-fb6a2eb29525, 5a738f8a-2a5b-4c4c-a711-b49009ad7ec4, 462bd614-6ba7-4492-9775-175c0f9f9f77, 2ceb08c5-8179-465c-902e-79a91a5c7a5e, 65e1dbaa-1e6f-48aa-a777-2cad8598844f, 3209432f-6301-4378-a6a9-781f984dae37]"
7c8a8f48-df69-43dd-aca8-41fe15f7c2eb,"[a4cd2a11-21a6-4c25-9a78-3691488923fd, 045268e5-9648-4a3c-9685-02fbe3a8f837, 1c70d665-b258-496d-9b4f-86deb78f8f10, ec2a2ecf-68a2-4a59-ad1c-15b83075c6cd, 00b767e2-9118-45b9-b56f-52ae56390c4b, 9f55c799-85dc-4d60-b36b-4f0366ae73b3, f46b5dad-92df-4a69-859f-45d56a2847b1, fbed753b-834c-4ca3-b7fb-8754d8d7a37f, 76486434-585f-4cd8-80a4-99869a54213e, 79b48fbc-7039-4642-a438-9bfb466692b5, b7c4b1a2-b1fa-4de4-a321-8fac463f619c, d3f6d085-2782-43b7-bd1e-4f6083ada689, 86afa826-1104-4aa9-8578-f4020c387b5c, c8a4b456-5de3-4140-b126-a8171ad891da, caa2867e-4c65-468b-afd2-80c1d936c21a, 1df607aa-384c-44a7-a449-8523fcec43d2, a4885b18-66d4-4257-b521-01b366bcc74f, 5b16ba95-828e-450c-bcf5-fb919bf52c3a, c4e41db4-e7b4-4a8a-874a-64e20ebe451a, 44bf5c06-eb22-4304-a692-9ef94ab0654d]"
75f553d1-5b64-425a-9a44-d0ee11daa497,"[d308c9c8-8fb4-4d6b-afab-c0dc7778c721, 2cf46ac7-1053-41ad-977b-544883dc9697, 045268e5-9648-4a3c-9685-02fbe3a8f837, 2d7c7959-3220-4379-a700-f202bbeabee3, fed1555c-13f8-41ef-b037-5eec6a8329c1, 226fe8e9-3d65-4129-b29d-0ebe83db1159, 48759e86-81de-46c2-88a5-fb6a2eb29525, 51d4b321-880b-4c8d-bf67-fae3425b5d5b, 2688c8a3-82a6-49e2-817e-6a0de3879340, 2f99bbc3-4667-42df-9cf0-1472a445310e, d1c4afb0-53b9-40cd-b81c-5d2358822f95, a7a9e487-1b57-468e-a166-ae404c34ac2a, 3701cad1-1d0d-4bdb-8839-d5b625753cf1, 645c4ad3-b9ca-428c-aa34-295f4c6e4ebc, eef6a2bd-8a70-4c96-8f96-d7139d77434a, 63218d58-78f1-4e37-924c-b4214f2824fb, 7cbe2ffa-cb1c-4d4a-8af3-7a4a670da347, 972ca69f-e463-4065-b7de-ee63254ae5b5, f1f11887-c1ee-4647-95c6-0785f029491a, c6c4bc44-44ab-44ac-9695-ac714ea1b898]"
5f88a582-b5ca-47e3-8ff1-c22884240ff5,"[fb1b3485-1ce0-47aa-8e7f-471e5bec75dc, 8297a082-295d-4bcb-8bba-ef6c09e2d71d, bb737d4a-44ef-4bf5-97ba-e55c3494bd47, beeff1a0-4c09-4d40-a144-70c5fbadd623, 0f88b384-6e7f-4bee-8d85-aa4310bd3e0f, 93804c8e-8127-4060-9e89-96bdb685f948, 88ee4f8a-2be9-4d8f-ad7a-523d0bb89dd2, 7b0eae24-a39c-4a3c-822d-554ea1ca7140, 51d4b321-880b-4c8d-bf67-fae3425b5d5b, 17765cce-b7fa-4a91-997e-c80a941c00e9, 1d822031-6c7c-4405-95b9-c1e9188cfc9e, 265e4d2d-fac1-40c0-b56b-2e97cb43b10b, 8732b455-5e16-4be8-b311-9ad687162bcf, e9f14c86-3100-4c7a-af38-b96db68b7ace, a3c4e5da-18a4-4c04-b9b1-999d7d4ac0e5, 7779e85a-6fdd-4d32-be05-7ca78c1c9161, d67625f6-c23d-4897-b2bb-c88a3b434733, 6b4f8dfd-c9cb-4251-a780-dae55169f178, fdec227f-9fb5-4981-a070-33253b22a2a4, 5b16ba95-828e-450c-bcf5-fb919bf52c3a]"
52e5b9eb-bfe3-4ce2-8cf0-830968caa22f,"[d67625f6-c23d-4897-b2bb-c88a3b434733, 5a53b25e-61be-42cb-8ca4-47ff524b03ba, 0006a059-6c28-4dee-ae22-3a5999a4614a, 100b7b85-58df-4158-ad8f-51d03b72901c, 96032eaf-3987-4f50-ac15-bac6ef06c032, 1d822031-6c7c-4405-95b9-c1e9188cfc9e, 9df97ef6-d3ce-420b-b76d-0c77900fbabd, 9bd37268-b558-46e6-b717-a55f09fbdebb, 58cd2517-38d1-453f-9d37-25ad21f52183, 2a1c55fa-9101-4a99-b436-96debb78f38f, fed1555c-13f8-41ef-b037-5eec6a8329c1, f219a69f-a7e2-4ecc-9bc1-da5e49353e7b, 93804c8e-8127-4060-9e89-96bdb685f948, b0e59dfc-b022-469d-9d59-70f0a615ec93, 2ef4b556-bc9e-4c89-a82a-747a49f292e2, b18f9924-2cf7-4ccb-a130-ef66316bb0d4, 84e17eee-a3dd-44d9-943d-369369b87cee, ce07195c-8e72-4a7b-a486-fd7a0558f64d, 49a37bff-28f4-421a-80d2-cc3130d9eed3, 7fadd14c-6fd9-411d-a8c1-f40c87c8c4ca]"
4bc83554-c431-4046-8a7f-ef41b956ae5f,"[8f40a290-99b9-455c-bcca-12e2b528e8d1, 1125c7a9-4082-4436-b62d-ca91132f8b29, 79b48fbc-7039-4642-a438-9bfb466692b5, 6cbe2f52-a722-4d6e-b286-db2a79cc3b37, 39bbcea9-0500-4296-8f77-1a86c92679bd, 622bc6ce-ad15-4b80-9f2d-96492afbb8ff, 119bb687-90e6-4d69-bc71-5d72e205a3bf, ee8b9c0f-fb61-4d08-8941-ce6f2c1337d2, 861d1714-4e79-4293-b8da-3249a374137f, a7a9e487-1b57-468e-a166-ae404c34ac2a, 7a033123-834a-43f4-89ce-6a4080c0d8e0, c4e41db4-e7b4-4a8a-874a-64e20ebe451a, caa2867e-4c65-468b-afd2-80c1d936c21a, 3f6082eb-1f43-4943-9e4a-81c18fa1c3a6, 2b174648-944d-47f5-ac6c-75e5072058d1, beeff1a0-4c09-4d40-a144-70c5fbadd623, 4ad394c5-3e93-408b-ae64-c202b441daff, b3d55eba-3692-4fc8-ba49-85eddb28393d, 60571f30-f398-421d-b20f-302918cbc394, e3019efe-07d4-470b-b611-a83b2daff9b2]"
8c0eda38-a14f-452f-85be-2fa9e1156375,"[69a4a834-50a3-4432-b31e-901050c408af, f88bfb65-201c-484e-8c40-6daa6f237321, 01071e8d-cda2-4d97-a9e8-fb2fdd84e8f0, 7853ed3a-6867-4651-896b-a03996f2238f, c8f428a2-698d-46a8-8ce4-a3c2ae25d0cf, 44b166c7-f606-4a88-8772-8fa8a7f4cd13, 484e144f-1b12-414d-b646-c08554823369, 8124c0f8-bd1d-4f4f-9dd9-94ee19e9da83, 2b2c6252-8a18-4b26-b427-c0b2ec08350d, 4a683726-2a70-4e4e-b464-e45ffa1127e3, 0664ffd8-767e-4c16-92af-4aa2df344386, 4311fd03-c9f8-4a81-ae74-d506b8c9f9dc, a7a9e487-1b57-468e-a166-ae404c34ac2a, 0fb408c9-0741-4bc0-87af-39280c9a2516, b4606f73-ee38-42a2-82b3-4a8c081d519e, 966b1047-95b1-4dcb-ac15-4720d181d1aa, f7d94b1e-0c78-449e-a409-9998e106a84c, b7c4b1a2-b1fa-4de4-a321-8fac463f619c, 2da67490-1b13-4c48-be1f-607aded3bbe2, 100b7b85-58df-4158-ad8f-51d03b72901c]"
34f1851d-1bac-4b0b-938d-3f4d8637e22c,"[44212dcc-4771-4030-8970-8ca62b53f384, f88bfb65-201c-484e-8c40-6daa6f237321, 9e39b667-2603-459d-be68-ba86bf734ab6, 4ad394c5-3e93-408b-ae64-c202b441daff, d67625f6-c23d-4897-b2bb-c88a3b434733, 59862172-1930-4551-a165-a9ee5405272a, aeffa47d-8038-469f-b428-ef7df0153fef, ebaffea1-70cc-444d-980a-312b108a17bd, f4097a0a-e926-47e4-a447-8573acdf0fd8, 1031f575-a872-4e53-902a-627b2286d0c6, ce07195c-8e72-4a7b-a486-fd7a0558f64d, e94537a0-674d-4a93-af9a-7d91d52c5bd4, dc13a546-d3de-4cc2-bd7b-2c364f054999, edf421ed-3a4b-4845-b66d-76ce2907df91, 214b4ff2-079d-49ba-ab18-0ace6752ec35, 2ceb08c5-8179-465c-902e-79a91a5c7a5e, cdad8a11-ac56-4972-bdea-182a2e068922, 1d822031-6c7c-4405-95b9-c1e9188cfc9e, 0664ffd8-767e-4c16-92af-4aa2df344386, fdec227f-9fb5-4981-a070-33253b22a2a4]"
